,flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
34337,2123,EWX,PUX,2022-09-20,58981,Scrambled eggs,O,11,0
34338,799,SJX,LAX,2022-09-21,58109,Chicken breast entree,C,5,0
34339,1530,SFX,SAX,2022-09-19,61529,Zatar chicken,C,7,7
34340,1724,SFX,KOX,2022-09-21,60458,Crispy Hawaiian garlic tofu,V,5,0
34341,2288,ORX,SMX,2022-09-23,58019,Belgium waffle,WF,12,0
34342,2288,ORX,SMX,2022-09-23,58563,Tomato and kale baked egg,E,4,0
34343,749,ORX,SEX,2022-09-24,58766,Gingerbread French Toast,FT,1,0
34344,1617,DEX,LAX,2022-09-26,60983,Zatar chicken,C,11,0
34345,409,BOX,ORX,2022-09-27,61529,Zatar chicken,C,7,6
34346,568,ORX,MSX,2022-09-02,61360,Brioche cheeseburger,B,2,0
34347,1700,LAX,IAX,2022-09-03,58764,Mediterranean Falafel Bowl,V,2,0
34348,414,IAX,MCX,2022-09-08,58019,Belgium waffle,WF,9,0
34349,2634,IAX,PDX,2022-09-09,58981,Scrambled eggs,O,9,8
34350,1487,EWX,DEX,2022-09-12,60983,Zatar chicken,C,11,9
34351,293,EWX,MCX,2022-09-02,60987,Impossible Meatball Bowl,V,5,4
34352,1462,EWX,SEX,2022-09-01,61360,Brioche cheeseburger,B,2,2
34353,1620,IAX,CUX,2022-09-09,58563,Tomato and kale baked egg,E,7,0
34354,206,EWX,SJX,2022-09-09,58019,Belgium waffle,WF,7,7
34355,1290,EWX,MCX,2022-09-11,60549,Vegetarian chili and polenta cake,V,1,0
34356,2657,IAX,SNX,2022-09-13,61360,Brioche cheeseburger,B,2,0
34357,499,DEX,PDX,2022-09-14,60983,Zatar chicken,C,10,9
34358,378,RIX,DEX,2022-09-15,61529,Zatar chicken,C,7,6
34359,1739,IAX,LAX,2022-09-15,60549,Vegetarian chili and polenta cake,V,1,1
34360,1448,SJX,IAX,2022-09-14,58106,Savory breakfast entree,BR,6,5
34361,619,IAX,TPX,2022-09-22,58981,Scrambled eggs,O,6,3
34362,1852,PDX,IAX,2022-09-22,60987,Impossible Meatball Bowl,V,8,0
34363,1095,DEX,YYX,2022-09-27,60987,Impossible Meatball Bowl,V,5,0
34364,296,DEX,GEX,2022-09-30,61530,Impossible Meatball Bowl,V,3,0
34365,6060,DSX,IAX,2022-09-07,57994,Classic selection cheese tray,O,12,6
34366,1828,IAX,LAX,2022-09-12,60987,Impossible Meatball Bowl,V,6,0
34367,1409,IAX,BZX,2022-09-18,60987,Impossible Meatball Bowl,V,8,6
34368,1826,DEX,CMX,2022-09-19,61530,Impossible Meatball Bowl,V,4,2
34369,2040,LAX,ORX,2022-09-02,58981,Scrambled eggs,O,5,6
34370,2493,SEX,IAX,2022-09-12,60987,Impossible Meatball Bowl,V,7,4
34371,553,LAX,DEX,2022-09-14,60549,Vegetarian chili and polenta cake,V,1,0
34372,2233,IAX,FLX,2022-09-16,60987,Impossible Meatball Bowl,V,5,0
34373,1515,DEX,GEX,2022-09-15,58574,Belgium waffle,WF,4,0
34374,1928,SFX,ORX,2022-09-25,58981,Scrambled eggs,O,9,9
34375,798,RSX,ORX,2022-09-25,60983,Zatar chicken,C,10,7
34376,2338,IAX,PHX,2022-09-28,60987,Impossible Meatball Bowl,V,5,0
34377,1142,SFX,IAX,2022-09-30,60987,Impossible Meatball Bowl,V,14,7
34378,800,SFX,ORX,2022-09-30,60983,Zatar chicken,C,11,0
34379,2613,PDX,EWX,2022-09-09,60983,Zatar chicken,C,11,2
34380,1146,SFX,CUX,2022-09-10,60987,Impossible Meatball Bowl,V,3,0
34381,1872,IAX,PHX,2022-09-15,61530,Impossible Meatball Bowl,V,4,4
34382,1567,IAX,MEX,2022-09-21,61529,Zatar chicken,C,6,6
34383,2251,DFX,IAX,2022-09-04,60987,Impossible Meatball Bowl,V,5,4
34384,2630,LGX,IAX,2022-09-09,58574,Belgium waffle,WF,6,0
34385,545,DEX,SMX,2022-09-11,61360,Brioche cheeseburger,B,4,0
34386,1021,IAX,CUX,2022-09-11,60983,Zatar chicken,C,12,0
34387,1246,EWX,MSX,2022-09-14,61529,Zatar chicken,C,5,3
34388,2493,SEX,IAX,2022-09-17,60983,Zatar chicken,C,22,12
34389,6058,IAX,CLX,2022-09-21,57994,Classic selection cheese tray,O,8,0
34390,1623,IAX,PVX,2022-09-14,61529,Zatar chicken,C,4,3
34391,2672,IAX,SAX,2022-09-22,58574,Belgium waffle,WF,5,5
34392,499,DEX,PDX,2022-09-29,60987,Impossible Meatball Bowl,V,9,9
34393,2221,ORX,MIX,2022-09-04,61530,Impossible Meatball Bowl,V,8,2
34394,1890,SFX,INX,2022-09-06,60987,Impossible Meatball Bowl,V,5,1
34395,1866,LAX,ORX,2022-09-10,58272,Horchata steel cut oatmeal,OM,1,0
34396,2297,IAX,FLX,2022-09-13,61360,Brioche cheeseburger,B,3,3
34397,1187,DFX,ORX,2022-09-25,61529,Zatar chicken,C,7,5
34398,2661,EWX,DEX,2022-09-28,61360,Brioche cheeseburger,B,4,4
34399,1508,DEX,SAX,2022-09-25,60987,Impossible Meatball Bowl,V,4,0
34400,1731,LAX,MCX,2022-09-30,60983,Zatar chicken,C,18,5
34401,2262,FLX,IAX,2022-09-26,58019,Belgium waffle,WF,10,9
34402,2198,IAX,PDX,2022-09-27,60987,Impossible Meatball Bowl,V,6,4
34403,1587,DEX,LGX,2022-09-14,58574,Belgium waffle,WF,2,2
34404,6021,IAX,JAX,2022-09-20,60985,Zatar chicken,C,7,3
34405,1865,DEX,IAX,2022-09-24,58574,Belgium waffle,WF,6,3
34406,2274,DEX,BWX,2022-09-29,58766,Gingerbread French Toast,FT,1,0
34407,1657,ORX,CUX,2022-09-13,60549,Vegetarian chili and polenta cake,V,1,0
34408,459,EWX,SNX,2022-09-13,60987,Impossible Meatball Bowl,V,2,3
34409,2040,LAX,ORX,2022-09-15,58563,Tomato and kale baked egg,E,1,1
34410,1692,CUX,DEX,2022-09-15,58110,Vegetarian entree,V,8,6
34411,1226,DEX,PDX,2022-09-27,60549,Vegetarian chili and polenta cake,V,1,0
34412,2447,FLX,EWX,2022-09-17,61530,Impossible Meatball Bowl,V,5,4
34413,371,EWX,LAX,2022-09-17,61360,Brioche cheeseburger,B,1,0
34414,2387,FLX,ORX,2022-09-20,60987,Impossible Meatball Bowl,V,8,6
34415,2334,ORX,SFX,2022-09-22,58766,Gingerbread French Toast,FT,1,1
34416,1600,IAX,LAX,2022-09-24,61360,Brioche cheeseburger,B,4,0
34417,1537,IAX,EWX,2022-09-30,58766,Gingerbread French Toast,FT,1,0
34418,1227,IAX,JAX,2022-09-21,61360,Brioche cheeseburger,B,2,0
34419,1112,SFX,LIX,2022-09-30,58272,Horchata steel cut oatmeal,OM,4,0
34420,1977,IAX,SAX,2022-09-27,61360,Brioche cheeseburger,B,3,0
34421,1446,IAX,LAX,2022-09-18,61529,Zatar chicken,C,6,4
34422,409,BOX,ORX,2022-09-22,61530,Impossible Meatball Bowl,V,5,0
34423,348,DEX,SAX,2022-09-24,60987,Impossible Meatball Bowl,V,4,0
34424,473,SFX,RDX,2022-09-25,58563,Tomato and kale baked egg,E,4,0
34425,777,MSX,EWX,2022-09-28,60983,Zatar chicken,C,0,0
34426,525,DEX,CLX,2022-09-29,61530,Impossible Meatball Bowl,V,3,3
34427,1760,IAX,SEX,2022-09-30,60983,Zatar chicken,C,9,7
34428,555,DEX,RNX,2022-09-08,58764,Mediterranean Falafel Bowl,V,1,0
34429,1800,MIX,EWX,2022-09-10,58019,Belgium waffle,WF,8,4
34430,437,SFX,BWX,2022-09-23,60987,Impossible Meatball Bowl,V,7,2
34431,1617,DEX,LAX,2022-09-24,61360,Brioche cheeseburger,B,2,0
34432,1983,LGX,DEX,2022-09-30,58019,Belgium waffle,WF,8,0
34433,1239,MCX,LAX,2022-09-09,60987,Impossible Meatball Bowl,V,8,0
34434,1845,IAX,IAX,2022-09-19,61360,Brioche cheeseburger,B,1,0
34435,1272,SFX,MEX,2022-09-08,61529,Zatar chicken,C,4,0
34436,2331,PHX,EWX,2022-09-14,61530,Impossible Meatball Bowl,V,5,3
34437,1097,IAX,SJX,2022-09-24,58563,Tomato and kale baked egg,E,2,0
34438,1099,DEX,CZX,2022-09-17,58019,Belgium waffle,WF,6,0
34439,2301,SNX,DEX,2022-09-24,60987,Impossible Meatball Bowl,V,6,0
34440,2110,PIX,DEX,2022-09-30,58981,Scrambled eggs,O,8,7
34441,312,BOX,LAX,2022-09-23,58981,Scrambled eggs,O,9,9
34442,2125,LAX,EWX,2022-09-02,53130,ASIAN VEGETARIAN MEAL,AV,1,0
34443,545,DEX,SMX,2022-09-11,58764,Mediterranean Falafel Bowl,V,1,0
34444,1082,EWX,MIX,2022-09-16,61530,Impossible Meatball Bowl,V,3,0
34445,795,EWX,SAX,2022-09-22,58981,Scrambled eggs,O,14,10
34446,514,DEX,PHX,2022-09-24,58563,Tomato and kale baked egg,E,4,0
34447,1645,SJX,IAX,2022-09-03,58106,Savory breakfast entree,BR,8,0
34448,1759,DEX,KOX,2022-09-08,58480,Spaghetti squash noodles,S,6,6
34449,1041,EWX,AUX,2022-09-30,58272,Horchata steel cut oatmeal,OM,6,0
34450,1046,DEX,IAX,2022-09-25,58766,Gingerbread French Toast,FT,2,0
34451,1605,SFX,BNX,2022-09-17,61530,Impossible Meatball Bowl,V,5,5
34452,2328,ORX,SFX,2022-09-29,60983,Zatar chicken,C,13,8
34453,2289,ORX,IAX,2022-09-05,58019,Belgium waffle,WF,8,5
34454,1577,EWX,TPX,2022-09-07,61529,Zatar chicken,C,7,7
34455,2438,LGX,DEX,2022-09-10,61529,Zatar chicken,C,7,5
34456,1402,AUX,SFX,2022-09-12,60987,Impossible Meatball Bowl,V,8,0
34457,1513,IAX,LIX,2022-09-14,58766,Gingerbread French Toast,FT,1,0
34458,1947,IAX,IAX,2022-09-14,60983,Zatar chicken,C,46,40
34459,1888,DEX,BDX,2022-09-22,60549,Vegetarian chili and polenta cake,V,1,0
34460,1724,SFX,KOX,2022-09-22,54759,Seared beef short rib,B,8,0
34461,663,EWX,DFX,2022-09-01,60987,Impossible Meatball Bowl,V,4,0
34462,1723,OGX,SFX,2022-09-01,58091,Chicken katsu,C,20,0
34463,673,DEX,IAX,2022-09-02,61530,Impossible Meatball Bowl,V,2,0
34464,2202,LAX,SEX,2022-09-04,58764,Mediterranean Falafel Bowl,V,4,2
34465,612,ORX,IAX,2022-09-04,60987,Impossible Meatball Bowl,V,14,8
34466,1626,TPX,IAX,2022-09-07,58981,Scrambled eggs,O,10,0
34467,234,DEX,SFX,2022-09-09,58764,Mediterranean Falafel Bowl,V,4,2
34468,1163,BQX,EWX,2022-09-01,60983,Zatar chicken,C,12,0
34469,414,IAX,MCX,2022-09-01,58981,Scrambled eggs,O,20,8
34470,1069,IAX,LAX,2022-09-01,58981,Scrambled eggs,O,16,13
34471,2665,ORX,SMX,2022-09-02,60987,Impossible Meatball Bowl,V,6,5
34472,1759,DEX,KOX,2022-09-04,58676,Butternut squash schnitzel,V,5,4
34473,438,DEX,SJX,2022-09-05,60987,Impossible Meatball Bowl,V,7,0
34474,1078,DEX,SEX,2022-09-07,58019,Belgium waffle,WF,18,6
34475,432,BOX,ORX,2022-09-08,60983,Zatar chicken,C,12,0
34476,1195,ORX,SEX,2022-09-09,58981,Scrambled eggs,O,9,7
34477,705,IAX,EWX,2022-09-09,61360,Brioche cheeseburger,B,2,0
34478,6185,IAX,PIX,2022-09-11,60985,Zatar chicken,C,7,6
34479,2470,RSX,IAX,2022-09-02,60983,Zatar chicken,C,12,10
34480,5660,DEX,SDX,2022-09-04,57994,Classic selection cheese tray,O,5,5
34481,2425,LAX,BOX,2022-09-04,61360,Brioche cheeseburger,B,2,0
34482,1998,IAX,SFX,2022-09-07,61360,Brioche cheeseburger,B,2,0
34483,1100,SJX,IAX,2022-09-02,58109,Chicken breast entree,C,20,10
34484,2234,ORX,FCX,2022-09-02,58563,Tomato and kale baked egg,E,4,2
34485,1526,DEX,DTX,2022-09-02,58766,Gingerbread French Toast,FT,1,0
34486,1200,DEX,INX,2022-09-02,58764,Mediterranean Falafel Bowl,V,1,1
34487,2146,LAX,ORX,2022-09-05,60983,Zatar chicken,C,26,0
34488,1095,DEX,YYX,2022-09-07,61360,Brioche cheeseburger,B,2,0
34489,1760,IAX,DCX,2022-09-07,61530,Impossible Meatball Bowl,V,4,0
34490,2451,IAX,DEX,2022-09-08,58981,Scrambled eggs,O,10,10
34491,2262,FLX,IAX,2022-09-09,58981,Scrambled eggs,O,20,10
34492,1849,MCX,SFX,2022-09-10,60987,Impossible Meatball Bowl,V,16,6
34493,2385,LAX,IAX,2022-09-16,58766,Gingerbread French Toast,FT,1,0
34494,828,NRX,GUX,2022-09-18,53277,Roasted chicken,C,14,12
34495,1569,ORX,SFX,2022-09-03,58981,Scrambled eggs,O,9,0
34496,1744,IAX,CVX,2022-09-06,61360,Brioche cheeseburger,B,1,0
34497,797,IAX,LAX,2022-09-01,58019,Belgium waffle,WF,8,8
34498,1021,IAX,CUX,2022-09-03,61360,Brioche cheeseburger,B,8,0
34499,1178,DEX,ATX,2022-09-04,61360,Brioche cheeseburger,B,2,2
34500,1884,SFX,DFX,2022-09-05,61360,Brioche cheeseburger,B,1,0
34501,212,ATX,SFX,2022-09-05,61530,Impossible Meatball Bowl,V,5,5
34502,2078,EWX,STX,2022-09-09,58981,Scrambled eggs,O,7,4
34503,1084,IAX,CMX,2022-09-26,60549,Vegetarian chili and polenta cake,V,1,1
34504,1470,ORX,IAX,2022-09-27,60987,Impossible Meatball Bowl,V,14,2
34505,2665,ORX,SMX,2022-09-29,61529,Zatar chicken,C,7,7
34506,2390,ORX,RSX,2022-09-12,60987,Impossible Meatball Bowl,V,12,10
34507,2054,IAX,DEX,2022-09-14,58272,Horchata steel cut oatmeal,OM,4,0
34508,1181,SAX,DEX,2022-09-14,58981,Scrambled eggs,O,8,8
34509,549,BWX,DEX,2022-09-15,58981,Scrambled eggs,O,10,6
34510,2280,LAX,ORX,2022-09-16,60987,Impossible Meatball Bowl,V,16,5
34511,2012,DEX,CLX,2022-09-18,58019,Belgium waffle,WF,16,6
34512,399,EWX,TPX,2022-09-20,60983,Zatar chicken,C,12,10
34513,490,DEX,IAX,2022-09-20,60983,Zatar chicken,C,9,0
34514,619,IAX,TPX,2022-09-21,58981,Scrambled eggs,O,9,4
34515,1827,SFX,DEX,2022-09-21,61524,Scrambled eggs,O,5,4
34516,501,INX,SFX,2022-09-22,58019,Belgium waffle,WF,16,13
34517,362,DEX,BOX,2022-09-22,58981,Scrambled eggs,O,10,10
34518,1899,DEX,ORX,2022-09-23,60987,Impossible Meatball Bowl,V,22,6
34519,1436,SFX,IAX,2022-09-23,60983,Zatar chicken,C,12,9
34520,1287,AUX,LAX,2022-09-25,60987,Impossible Meatball Bowl,V,6,6
34521,2039,EWX,LAX,2022-09-26,61475,Grilled chicken,C,11,11
34522,1883,IAX,LAX,2022-09-27,60983,Zatar chicken,C,7,0
34523,2054,IAX,DEX,2022-09-09,58766,Gingerbread French Toast,FT,2,0
34524,2003,SFX,IAX,2022-09-12,60983,Zatar chicken,C,22,8
34525,1014,LAX,DEX,2022-09-14,60983,Zatar chicken,C,18,18
34526,2290,ORX,PDX,2022-09-16,58272,Horchata steel cut oatmeal,OM,4,0
34527,260,DEX,MCX,2022-09-17,60549,Vegetarian chili and polenta cake,V,1,1
34528,333,PDX,ORX,2022-09-19,58981,Scrambled eggs,O,10,10
34529,1680,SFX,CUX,2022-09-22,58981,Scrambled eggs,O,9,0
34530,1095,DEX,YYX,2022-09-22,58764,Mediterranean Falafel Bowl,FB,1,0
34531,2279,ORX,SEX,2022-09-14,61360,Brioche cheeseburger,B,6,0
34532,1636,LAX,IAX,2022-09-16,60983,Zatar chicken,C,13,13
34533,623,LAX,ORX,2022-09-18,58563,Tomato and kale baked egg,E,4,2
34534,1436,SFX,IAX,2022-09-19,61360,Brioche cheeseburger,B,4,0
34535,790,DEX,SNX,2022-09-20,60549,Vegetarian chili and polenta cake,V,2,0
34536,1064,EWX,MEX,2022-09-20,58019,Belgium waffle,WF,5,6
34537,1641,SFX,ORX,2022-09-20,60987,Impossible Meatball Bowl,V,14,0
34538,441,DEX,LAX,2022-09-24,60549,Vegetarian chili and polenta cake,V,1,0
34539,1757,YVX,LAX,2022-09-24,60987,Impossible Meatball Bowl,V,8,7
34540,2472,SAX,EWX,2022-09-29,58981,Scrambled eggs,O,8,8
34541,2189,DEX,FLX,2022-09-01,61360,Brioche cheeseburger,B,2,0
34542,5369,MKX,IAX,2022-09-12,57994,Classic selection cheese tray,O,12,7
34543,1077,EWX,LAX,2022-09-16,15594,Vegetarian entree,VG,1,1
34544,303,DEX,SEX,2022-09-16,60987,Impossible Meatball Bowl,V,5,0
34545,428,BOX,ORX,2022-09-18,60983,Zatar chicken,C,10,0
34546,185,MNX,GUX,2022-09-19,41765,Grilled chicken breast,C,6,0
34547,787,DEX,SJX,2022-09-20,60987,Impossible Meatball Bowl,V,7,0
34548,1920,IAX,CZX,2022-09-20,61360,Brioche cheeseburger,B,6,3
34549,2169,SNX,ORX,2022-09-21,60987,Impossible Meatball Bowl,V,5,5
34550,286,ORX,SNX,2022-09-23,58272,Horchata steel cut oatmeal,OM,2,0
34551,1632,ORX,IAX,2022-09-24,60987,Impossible Meatball Bowl,V,14,8
34552,327,SEX,EWX,2022-09-26,53130,ASIAN VEGETARIAN MEAL,AV,2,0
34553,1759,DEX,KOX,2022-09-27,54759,Seared beef short rib,B,5,5
34554,699,DFX,EWX,2022-09-28,61524,Scrambled eggs,O,6,5
34555,653,BWX,IAX,2022-09-29,60987,Impossible Meatball Bowl,V,16,0
34556,2338,IAX,PHX,2022-09-06,60549,Vegetarian chili and polenta cake,V,1,0
34557,2003,SFX,IAX,2022-09-07,60987,Impossible Meatball Bowl,V,5,0
34558,680,EWX,LAX,2022-09-11,58766,Gingerbread French Toast,FT,2,0
34559,2201,EWX,SAX,2022-09-14,60549,Vegetarian chili and polenta cake,V,1,0
34560,1663,ORX,LAX,2022-09-15,60987,Impossible Meatball Bowl,V,8,6
34561,692,ORX,DEX,2022-09-18,58563,Tomato and kale baked egg,E,2,0
34562,366,CMX,DEX,2022-09-19,61529,Zatar chicken,C,7,7
34563,1750,SFX,OGX,2022-09-24,60458,Crispy Hawaiian garlic tofu,V,8,0
34564,632,IAX,BWX,2022-09-25,58981,Scrambled eggs,O,9,9
34565,545,DEX,SMX,2022-09-02,60987,Impossible Meatball Bowl,V,6,4
34566,677,EWX,AUX,2022-09-05,58764,Mediterranean Falafel Bowl,V,2,1
34567,2627,SFX,IAX,2022-09-05,60549,Vegetarian chili and polenta cake,V,2,0
34568,1603,MCX,DEX,2022-09-07,60987,Impossible Meatball Bowl,V,8,0
34569,2452,SAX,SFX,2022-09-08,58019,Belgium waffle,WF,8,0
34570,1408,IAX,LAX,2022-09-08,58981,Scrambled eggs,O,10,5
34571,2428,LAX,IAX,2022-09-10,58981,Scrambled eggs,O,28,26
34572,1619,DEX,BDX,2022-09-10,58764,Mediterranean Falafel Bowl,V,1,1
34573,1021,IAX,CUX,2022-09-10,60983,Zatar chicken,C,12,0
34574,728,PTX,EWX,2022-09-11,17185,Gluten-free Meal,GF,2,2
34575,1924,IAX,LGX,2022-09-13,58563,Tomato and kale baked egg,E,1,-1
34576,2288,ORX,SMX,2022-09-14,58563,Tomato and kale baked egg,E,5,0
34577,1680,SFX,CUX,2022-09-24,58766,Gingerbread French Toast,FT,2,1
34578,452,DEX,ORX,2022-09-25,60983,Zatar chicken,C,12,0
34579,1046,DEX,IAX,2022-09-26,58563,Tomato and kale baked egg,E,4,0
34580,609,LAX,YVX,2022-09-29,60987,Impossible Meatball Bowl,V,6,0
34581,636,ORX,SAX,2022-09-02,58563,Tomato and kale baked egg,E,4,0
34582,239,DEX,YVX,2022-09-02,61529,Zatar chicken,C,4,0
34583,2617,LAX,IAX,2022-09-08,58981,Scrambled eggs,O,20,12
34584,450,ORX,LAX,2022-09-08,61360,Brioche cheeseburger,B,10,0
34585,2629,PHX,IAX,2022-09-10,61529,Zatar chicken,C,7,7
34586,2243,BOX,ORX,2022-09-01,58981,Scrambled eggs,O,8,0
34587,1753,EWX,RSX,2022-09-01,58764,Mediterranean Falafel Bowl,FB,1,0
34588,2067,ORX,SAX,2022-09-05,58019,Belgium waffle,WF,8,4
34589,2041,JAX,ORX,2022-09-02,61529,Zatar chicken,C,7,7
34590,398,DEX,ORX,2022-09-09,60987,Impossible Meatball Bowl,V,7,3
34591,2058,YVX,IAX,2022-09-10,60987,Impossible Meatball Bowl,V,8,0
34592,1928,SFX,ORX,2022-09-13,58766,Gingerbread French Toast,FT,2,0
34593,2134,PHX,IAX,2022-09-06,58981,Scrambled eggs,O,20,20
34594,405,DEX,IAX,2022-09-06,60987,Impossible Meatball Bowl,V,11,0
34595,1104,DEX,BOX,2022-09-08,58981,Scrambled eggs,O,8,0
34596,224,MBX,IAX,2022-09-01,58109,Chicken breast entree,C,10,4
34597,1184,FLX,EWX,2022-09-07,58574,Belgium waffle,WF,6,4
34598,1584,ORX,DFX,2022-09-07,61529,Zatar chicken,C,6,3
34599,677,EWX,AUX,2022-09-10,60987,Impossible Meatball Bowl,V,6,3
34600,636,EWX,MSX,2022-09-11,60983,Zatar chicken,C,9,7
34601,2304,IAX,SAX,2022-09-12,60983,Zatar chicken,C,11,7
34602,2221,ORX,MIX,2022-09-14,60983,Zatar chicken,C,7,3
34603,1619,CLX,IAX,2022-09-19,60983,Zatar chicken,C,7,0
34604,1996,MIX,IAX,2022-09-22,61524,Scrambled eggs,O,6,4
34605,1799,IAX,PHX,2022-09-25,60983,Zatar chicken,C,9,0
34606,529,ORX,SFX,2022-09-01,60983,Zatar chicken,C,26,11
34607,1754,EWX,SAX,2022-09-05,58764,Mediterranean Falafel Bowl,V,2,0
34608,544,IAX,MCX,2022-09-07,60987,Impossible Meatball Bowl,V,4,3
34609,1842,SFX,IAX,2022-09-14,60983,Zatar chicken,C,9,9
34610,1545,DEX,MSX,2022-09-17,61530,Impossible Meatball Bowl,V,5,2
34611,2623,LAX,ORX,2022-09-17,60983,Zatar chicken,C,11,5
34612,1768,DEX,DCX,2022-09-18,58272,Horchata steel cut oatmeal,OM,2,0
34613,1921,JAX,ORX,2022-09-23,61529,Zatar chicken,C,7,0
34614,1990,IAX,ORX,2022-09-25,61360,Brioche cheeseburger,B,6,3
34615,1884,IAX,LAX,2022-09-26,58981,Scrambled eggs,O,14,12
34616,1635,MCX,IAX,2022-09-27,60983,Zatar chicken,C,12,11
34617,223,IAX,SFX,2022-09-28,61360,Brioche cheeseburger,B,2,2
34618,1502,IAX,LGX,2022-09-28,60987,Impossible Meatball Bowl,V,6,0
34619,1572,IAX,BOX,2022-09-30,61529,Zatar chicken,C,7,4
34620,797,IAX,LAX,2022-09-05,58019,Belgium waffle,WF,7,6
34621,2654,IAX,ORX,2022-09-07,61524,Scrambled eggs,O,6,6
34622,2486,ORX,DEX,2022-09-12,60987,Impossible Meatball Bowl,V,10,6
34623,2613,PDX,EWX,2022-09-13,60983,Zatar chicken,C,12,0
34624,2030,MSX,ORX,2022-09-16,60987,Impossible Meatball Bowl,V,6,5
34625,1426,MKX,DEX,2022-09-17,60987,Impossible Meatball Bowl,V,6,5
34626,787,DEX,SJX,2022-09-19,60987,Impossible Meatball Bowl,V,8,-1
34627,470,IAX,ORX,2022-09-22,58019,Belgium waffle,WF,14,12
34628,473,SFX,RDX,2022-09-23,58981,Scrambled eggs,O,20,18
34629,657,ORX,BOX,2022-09-02,60549,Vegetarian chili and polenta cake,V,1,0
34630,1288,FCX,ORX,2022-09-03,60987,Impossible Meatball Bowl,V,6,6
34631,2142,DEX,RNX,2022-09-06,61529,Zatar chicken,C,5,0
34632,2108,LAX,ORX,2022-09-10,60983,Zatar chicken,C,10,2
34633,404,DEX,LAX,2022-09-12,60983,Zatar chicken,C,30,24
34634,2213,IAX,SEX,2022-09-20,60983,Zatar chicken,C,24,0
34635,745,DEX,SBX,2022-09-21,61530,Impossible Meatball Bowl,V,3,2
34636,1707,ITX,LAX,2022-09-05,58504,"ENT, COCONUT CHIA OATMEAL CUP, BULK",OM,20,20
34637,545,DEX,SMX,2022-09-08,60983,Zatar chicken,C,5,0
34638,2495,IAX,EWX,2022-09-09,60983,Zatar chicken,C,8,0
34639,490,DEX,IAX,2022-09-10,60983,Zatar chicken,C,12,0
34640,2109,EWX,SAX,2022-09-12,52133,Gluten-free Meal,GF,2,1
34641,2655,BNX,SFX,2022-09-12,61529,Zatar chicken,C,7,0
34642,1502,IAX,LGX,2022-09-15,58764,Mediterranean Falafel Bowl,V,1,0
34643,252,BWX,LAX,2022-09-16,58019,Belgium waffle,WF,14,4
34644,1887,EWX,SNX,2022-09-21,60549,Vegetarian chili and polenta cake,V,1,0
34645,1655,INX,IAX,2022-09-22,58574,Belgium waffle,WF,6,6
34646,210,IAX,BOX,2022-09-22,54080,Jumbo burrata ravioli,P,4,0
34647,450,ORX,LAX,2022-09-23,61360,Brioche cheeseburger,B,4,0
34648,1032,PTX,IAX,2022-09-20,58106,Savory breakfast entree,BR,8,0
34649,1294,DFX,EWX,2022-09-21,60987,Impossible Meatball Bowl,V,5,4
34650,1184,FLX,EWX,2022-09-22,58981,Scrambled eggs,O,8,0
34651,1014,LAX,DEX,2022-09-26,61360,Brioche cheeseburger,B,7,0
34652,299,AUX,SFX,2022-09-27,60983,Zatar chicken,C,12,0
34653,539,ORX,FCX,2022-09-10,61524,Scrambled eggs,O,6,7
34654,721,DEX,YYX,2022-09-01,58764,Mediterranean Falafel Bowl,FB,2,0
34655,2377,LAX,DEX,2022-09-03,58981,Scrambled eggs,O,7,4
34656,1909,IAX,LAX,2022-09-06,61360,Brioche cheeseburger,B,4,0
34657,1591,EWX,IAX,2022-09-06,61360,Brioche cheeseburger,B,2,0
34658,1208,EWX,JAX,2022-09-02,58019,Belgium waffle,WF,6,0
34659,1242,LAX,DEX,2022-09-02,58764,Mediterranean Falafel Bowl,FB,4,0
34660,784,LAX,IAX,2022-09-02,60983,Zatar chicken,C,8,8
34661,1267,LAX,SAX,2022-09-11,60987,Impossible Meatball Bowl,V,6,0
34662,503,DEX,SEX,2022-09-12,60987,Impossible Meatball Bowl,V,8,6
34663,2464,ORX,MCX,2022-09-14,60549,Vegetarian chili and polenta cake,V,4,2
34664,1968,DEX,MSX,2022-09-15,60983,Zatar chicken,C,6,0
34665,2297,IAX,FLX,2022-09-15,61360,Brioche cheeseburger,B,1,0
34666,1451,EWX,PBX,2022-09-15,60987,Impossible Meatball Bowl,V,5,0
34667,1890,SFX,INX,2022-09-19,60987,Impossible Meatball Bowl,V,6,1
34668,1796,DEX,CLX,2022-09-24,60987,Impossible Meatball Bowl,V,6,0
34669,474,DEX,PDX,2022-09-27,61529,Zatar chicken,C,7,5
34670,1798,IAX,YVX,2022-09-28,58766,Gingerbread French Toast,FT,2,0
34671,1843,IAX,DEX,2022-09-07,60987,Impossible Meatball Bowl,V,4,0
34672,2634,IAX,PDX,2022-09-08,58981,Scrambled eggs,O,7,4
34673,1250,EWX,PHX,2022-09-16,61360,Brioche cheeseburger,B,1,0
34674,1545,DEX,MSX,2022-09-16,61530,Impossible Meatball Bowl,V,3,0
34675,1756,EWX,IAX,2022-09-23,58981,Scrambled eggs,O,75,0
34676,1153,DEX,MSX,2022-09-26,58766,Gingerbread French Toast,FT,1,0
34677,210,IAX,BOX,2022-09-04,55573,Seared beef short rib,B,6,2
